ID Ocorrência;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla;Número Envolvido/Ocorrência;Condução à Delegacia;Tipo Envolvimento;Raça/Etnia;Idade Aparente;Sexo - Código;LGBTQIA+?;Identidade de Gênero;Orientação Sexual;Escolaridade;Relação Vítima/Autor;Bairro (Envolvido);Município (Envolvido);UF - Sigla (Envolvido);Natureza Delito (Envolvido);Tentado/Consumado Delito (Envolvido)
A2023ID12906;21/03/2023 13:05;De 13:00 as 13:59;3;2023;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;NOVA CANAA;317040;UNAI;MG;3;SEM PRISAO;AUTOR;PARDA;13;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;NOVO HORIZONTE;UNAI;MG;INJURIA;Consumado
A2023ID12906;21/03/2023 13:05;De 13:00 as 13:59;3;2023;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;NOVA CANAA;317040;UNAI;MG;4;SEM PRISAO;AUTOR;PARDA;12;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;NOVO HORIZONTE;UNAI;MG;INJURIA;Consumado
A2023ID12906;21/03/2023 13:05;De 13:00 as 13:59;3;2023;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;NOVA CANAA;317040;UNAI;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;15;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);OUTROS - RELACAO VITIMA AUTOR;NOVO HORIZONTE;UNAI;MG;INJURIA;Consumado
A2023ID12910;20/03/2023 16:12;De 16:00 as 16:59;3;2023;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA OU POSTO DE SAUDE;JOSE CARLOS VALLE DE LIMA;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;M;Sim;TRAVESTI;HOMOSSEXUAL;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);SEM RELACIONAMENTO;JOSE CARLOS VALLE DE LIMA;MONTES CLAROS;MG;LESAO CORPORAL;Consumado
A2023ID12910;20/03/2023 16:12;De 16:00 as 16:59;3;2023;Segunda-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;CASA OU POSTO DE SAUDE;JOSE CARLOS VALLE DE LIMA;314330;MONTES CLAROS;MG;2;SEM PRISAO;AUTOR;PARDA;50;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;MARIA CANDIDA;MONTES CLAROS;MG;LESAO CORPORAL;Consumado
A2023ID12912;19/03/2023 19:08;De 19:00 as 19:59;3;2023;Domingo;FECHADO;ATRITO VERBAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;REPUBLICA / ALOJAMENTO / ALBERGUE;LAGOINHA;310620;BELO HORIZONTE;MG;1;SEM PRISAO;AUTOR;PARDA;42;F;Não;NAO INFORMADA;NAO INFORMADA;ANALFABETO;;LAGOINHA;BELO HORIZONTE;MG;ATRITO VERBAL;Consumado
A2023ID12913;19/03/2023 15:30;De 15:00 as 15:59;3;2023;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;;312700;FRONTEIRA;MG;3;SEM PRISAO;AUTOR;PARDA;44;M;Não;NAO INFORMADA;HETEROSSEXUAL;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;JAQUELINE;MONTE ALTO;SP;INJURIA;Consumado
A2023ID12913;19/03/2023 15:30;De 15:00 as 15:59;3;2023;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;;312700;FRONTEIRA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;PARQUE DAS FLORES 2;SAO JOSE DO RIO PRETO;SP;INJURIA;Consumado
A2023ID12913;19/03/2023 15:30;De 15:00 as 15:59;3;2023;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;;312700;FRONTEIRA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;33;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;SOLO SAGRADO;SAO JOSE DO RIO PRETO;SP;INJURIA;Consumado
A2023ID12916;17/03/2023 16:15;De 16:00 as 16:59;3;2023;Sexta-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;POSTO DE COMBUSTIVEL;CARLOS PRATES;310620;BELO HORIZONTE;MG;1;SEM PRISAO;AUTOR;PARDA;22;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CARLOS PRATES;BELO HORIZONTE;MG;CALUNIA;Consumado
A2023ID12916;17/03/2023 16:15;De 16:00 as 16:59;3;2023;Sexta-Feira;FECHADO;CALUNIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;POSTO DE COMBUSTIVEL;CARLOS PRATES;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;29;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;CARLOS PRATES;BELO HORIZONTE;MG;CALUNIA;Consumado
A2023ID12918;17/03/2023 12:39;De 12:00 as 12:59;3;2023;Sexta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;HOLLYWOOD;313270;ITAMBACURI;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;13;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);OUTROS - RELACAO VITIMA AUTOR;;ITAMBACURI;MG;AMEACA;Consumado
A2023ID12919;16/03/2023 19:08;De 19:00 as 19:59;3;2023;Quinta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;REPUBLICA / ALOJAMENTO / ALBERGUE;VILA SAO GERALDO;313170;ITABIRA;MG;2;SEM PRISAO;AUTOR;PARDA;40;M;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;VILA SAO GERALDO;ITABIRA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2023ID12919;16/03/2023 19:08;De 19:00 as 19:59;3;2023;Quinta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;REPUBLICA / ALOJAMENTO / ALBERGUE;VILA SAO GERALDO;313170;ITABIRA;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;50;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ALFABETIZADO;CO-HABITACAO / HOSPITALIDADE / RELACOES DOMESTICAS;VILA SAO GERALDO;ITABIRA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2023ID12921;15/03/2023 20:43;De 20:00 as 20:59;3;2023;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;313350;ITAPECERICA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;30;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;AMIGO / CONHECIDO;CENTRO;ITAPECERICA;MG;INJURIA;Consumado
A2023ID12922;13/03/2023 11:00;De 11:00 as 11:59;3;2023;Segunda-Feira;FECHADO;RACISMO - NEGA/OBSTA EMPREGO EM EMPRESA PRIVADA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA OU POSTO DE SAUDE;jardim colonial;315460;RIBEIRAO DAS NEVES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;31;F;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;JARDIM COLONIAL;RIBEIRAO DAS NEVES;MG;RACISMO - NEGA/OBSTA EMPREGO EM EMPRESA PRIVADA;Consumado
A2023ID12923;12/03/2023 00:00;De 00:00 as 00:59;3;2023;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CLUBE SOCIAL / LAZER / ESPORTIVO;PATRIMONIO;317020;UBERLANDIA;MG;2;SEM PRISAO;AUTOR;BRANCA;47;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;NOVA UBERLANDIA;UBERLANDIA;MG;INJURIA;Consumado
A2023ID12924;11/03/2023 15:30;De 15:00 as 15:59;3;2023;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311590;CHACARA;MG;1;SEM PRISAO;AUTOR;BRANCA;54;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ESCOLARIDADE - IGNORADA;;CENTRO;CHACARA;MG;INJURIA;Consumado
A2023ID12924;11/03/2023 15:30;De 15:00 as 15:59;3;2023;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;VIA DE ACESSO PUBLICA;CENTRO;311590;CHACARA;MG;2;SEM PRISAO;AUTOR;NEGRA;56;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ESCOLARIDADE - IGNORADA;;CENTRO;CHACARA;MG;LESAO CORPORAL;Consumado
A2023ID12926;11/03/2023 09:00;De 09:00 as 09:59;3;2023;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;CHACARA SANTA INES;315780;SANTA LUZIA;MG;2;SEM PRISAO;AUTOR;IGNORADA;43;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CHACARA SANTA INES;SANTA LUZIA;MG;INJURIA;Consumado
A2023ID12926;11/03/2023 09:00;De 09:00 as 09:59;3;2023;Sabado;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;APARTAMENTO;CHACARA SANTA INES;315780;SANTA LUZIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;AMARELA;43;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;VIZINHO;CHACARA SANTA INES;SANTA LUZIA;MG;INJURIA;Consumado
A2023ID12928;11/03/2023 02:21;De 02:00 as 02:59;3;2023;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;MANTIQUEIRA;310620;BELO HORIZONTE;MG;2;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;PARDA;18;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;MANTIQUEIRA;BELO HORIZONTE;MG;AMEACA;Consumado
A2023ID12928;11/03/2023 02:21;De 02:00 as 02:59;3;2023;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;MANTIQUEIRA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;39;F;Sim;MULHER TRANSEXUAL;HETEROSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;MANTIQUEIRA;BELO HORIZONTE;MG;AMEACA;Consumado
A2023ID12930;10/03/2023 22:30;De 22:00 as 22:59;3;2023;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SANTA INES;310670;BETIM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;26;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;VARGEM ALEGRE;BETIM;MG;INJURIA;Consumado
A2023ID12931;09/03/2023 20:30;De 20:00 as 20:59;3;2023;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAO TOMAZ;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;40;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);;SAO TOMAZ;BELO HORIZONTE;MG;DIFAMACAO;Consumado
A2023ID12931;09/03/2023 20:30;De 20:00 as 20:59;3;2023;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAO TOMAZ;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;34;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;SAO TOMAZ;BELO HORIZONTE;MG;DIFAMACAO;Consumado
A2023ID12933;08/03/2023 19:31;De 19:00 as 19:59;3;2023;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;SANTA MONICA;317020;UBERLANDIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;28;F;Não;MULHER CISGÊNERO;HETEROSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;TIBERY;UBERLANDIA;MG;LESAO CORPORAL;Consumado
A2023ID12934;07/03/2023 19:30;De 19:00 as 19:59;3;2023;Terça-Feira;FECHADO;INVASAO DE DISPOSITIVO INFORMATICO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;312600;FLORESTAL;MG;3;;VITIMA DE ACAO CRIMINAL / CIVEL;NEGRA;53;F;Não;NAO INFORMADA;NAO INFORMADA;POS-GRADUACAO;SEM RELACIONAMENTO;;FLORESTAL;MG;INVASAO DE DISPOSITIVO INFORMATICO;Consumado
A2023ID12934;07/03/2023 19:30;De 19:00 as 19:59;3;2023;Terça-Feira;FECHADO;INVASAO DE DISPOSITIVO INFORMATICO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;;312600;FLORESTAL;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;46;F;Não;NAO INFORMADA;NAO INFORMADA;POS-GRADUACAO;SEM RELACIONAMENTO;;FLORESTAL;MG;INVASAO DE DISPOSITIVO INFORMATICO;Consumado
A2023ID12936;07/03/2023 17:00;De 17:00 as 17:59;3;2023;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JARDIM VITORIA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;60;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2023ID12936;07/03/2023 17:00;De 17:00 as 17:59;3;2023;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JARDIM VITORIA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;26;F;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;JARDIM VITORIA;BELO HORIZONTE;MG;INJURIA;Consumado
A2023ID12938;07/03/2023 10:30;De 10:00 as 10:59;3;2023;Terça-Feira;FECHADO;HOMICIDIO;TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ARMAS DE FOGO;URBANO;VIA DE ACESSO PUBLICA;ROSARIO III;315670;SABARA;MG;2;FLAGRANTE DE CRIME / CONTRAVENCAO;AUTOR;NEGRA;20;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;Bairro Dona Rosarinha;SANTA LUZIA;MG;HOMICIDIO;Tentado
A2023ID12938;07/03/2023 10:30;De 10:00 as 10:59;3;2023;Terça-Feira;FECHADO;HOMICIDIO;TENTADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ARMAS DE FOGO;URBANO;VIA DE ACESSO PUBLICA;ROSARIO III;315670;SABARA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;22;M;Não;NAO INFORMADA;HETEROSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);AMIGO / CONHECIDO;ROSARIO III;SABARA;MG;HOMICIDIO;Tentado
A2023ID12940;06/03/2023 15:00;De 15:00 as 15:59;3;2023;Segunda-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - DEPOSITO EM GERAL;MORADA NOVA;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;44;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;MORADA NOVA;CONTAGEM;MG;AMEACA;Consumado
A2023ID12941;06/03/2023 14:51;De 14:00 as 14:59;3;2023;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;TRES BICAS;317070;VARGINHA;MG;2;SEM PRISAO;AUTOR;BRANCA;74;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;TRES BICAS;VARGINHA;MG;DIFAMACAO;Consumado
A2023ID12941;06/03/2023 14:51;De 14:00 as 14:59;3;2023;Segunda-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;TRES BICAS;317070;VARGINHA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;31;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTROS - RELACAO VITIMA AUTOR;VARGEM;VARGINHA;MG;DIFAMACAO;Consumado
A2023ID12943;04/03/2023 21:23;De 21:00 as 21:59;3;2023;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;BOATE / CASA DE SHOW / SIMILAR;ESTORIL;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;20;M;Sim;TRAVESTI;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;JARDIM LAGUNA;CONTAGEM;MG;LESAO CORPORAL;Consumado
A2023ID12944;02/03/2023 21:00;De 21:00 as 21:59;3;2023;Quinta-Feira;FECHADO;INVASAO DE DISPOSITIVO INFORMATICO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;SANTO ANTONIO;313670;JUIZ DE FORA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;17;F;Sim;NAO INFORMADA;BISSEXUAL;ENSINO MEDIO INCOMPLETO ( 2º GRAU);SEM RELACIONAMENTO;SANTO ANTONIO;JUIZ DE FORA;MG;INVASAO DE DISPOSITIVO INFORMATICO;Consumado
A2023ID12945;02/03/2023 20:30;De 20:00 as 20:59;3;2023;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;LINDEIA;310620;BELO HORIZONTE;MG;1;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;23;F;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;FILHO / ENTEADO;LINDEIA;BELO HORIZONTE;MG;AMEACA;Consumado
A2023ID12945;02/03/2023 20:30;De 20:00 as 20:59;3;2023;Quinta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;LINDEIA;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;NEGRA;54;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO FUNDAMENTAL INCOMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);;REGINA;BELO HORIZONTE;MG;AMEACA;Consumado
A2023ID12947;02/03/2023 10:00;De 10:00 as 10:59;3;2023;Quinta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;VIA DE ACESSO PUBLICA;JARDIM JATOBA;311820;CONQUISTA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;28;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;JARDIM JATOBA;CONQUISTA;MG;INJURIA;Consumado
A2023ID12948;02/03/2023 07:35;De 07:00 as 07:59;3;2023;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;OUTROS MEIOS;URBANO;VIA DE ACESSO PUBLICA;BOA VISTA;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;M;Não;NAO INFORMADA;NAO INFORMADA;POS-GRADUACAO;SEM RELACIONAMENTO;SAO GERALDO;BELO HORIZONTE;MG;LESAO CORPORAL;Consumado
A2023ID12949;01/03/2023 19:58;De 19:00 as 19:59;3;2023;Quarta-Feira;FECHADO;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;SAO BENEDITO;314790;PASSOS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;38;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;JARDIM CANADA II;PASSOS;MG;OUTRAS ACOES DEFESA SOCIAL;Consumado
A2023ID12950;01/03/2023 01:30;De 01:00 as 01:59;3;2023;Quarta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;VIA DE ACESSO PUBLICA;SANTA RITA;310150;ALEM PARAIBA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;35;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;AMIGO / CONHECIDO;BELA VISTA;ALEM PARAIBA;MG;LESAO CORPORAL;Consumado
A2023ID12951;28/02/2023 10:00;De 10:00 as 10:59;2;2023;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;MADRE GERTRUDES;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;40;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;MADRE GERTRUDES;BELO HORIZONTE;MG;AMEACA;Consumado
A2023ID12951;28/02/2023 10:00;De 10:00 as 10:59;2;2023;Terça-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;INSTITUICAO DE ENSINO PUBLICO ESTADUAL;MADRE GERTRUDES;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;35;M;Não;NAO INFORMADA;NAO INFORMADA;POS-GRADUACAO;COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;MADRE GERTRUDES;BELO HORIZONTE;MG;AMEACA;Consumado
