ID Ocorrência;Data/Hora Ocorrência;Faixa 1 Hora Fato;Mês;Ano;Dia da Semana;Status Registro;Natureza Principal;Tentado/Consumado Nat Principal;Causa Presumida;Meio Utilizado;Perímetro;Local Imediato;Bairro;Município (Código);Município (Fato);UF - Sigla;Número Envolvido/Ocorrência;Condução à Delegacia;Tipo Envolvimento;Raça/Etnia;Idade Aparente;Sexo - Código;LGBTQIA+?;Identidade de Gênero;Orientação Sexual;Escolaridade;Relação Vítima/Autor;Bairro (Envolvido);Município (Envolvido);UF - Sigla (Envolvido);Natureza Delito (Envolvido);Tentado/Consumado Delito (Envolvido)
A2025ID10095;31/12/2025 11:09;De 11:00 as 11:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CENTRO;314330;MONTES CLAROS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;35;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;CLARINDO LOPES;MONTES CLAROS;MG;INJURIA;Consumado
A2025ID10096;30/12/2025 16:05;De 16:00 as 16:59;12;2025;Terça-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;OUTROS - ESTABELECIMENTOS COMERCIAIS / SERVIC;CASCATINHA;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;35;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;SEM RELACIONAMENTO;NOVA CALIFORNIA;JUIZ DE FORA;MG;INJURIA;Consumado
A2025ID10097;29/12/2025 16:30;De 16:00 as 16:59;12;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PLANALTO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;40;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PLANALTO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10097;29/12/2025 16:30;De 16:00 as 16:59;12;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;PLANALTO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;32;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;VIZINHO;PLANALTO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10114;28/12/2025 18:15;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;ANTENA;315725;SANTA BARBARA DO LESTE;MG;1;SEM PRISAO;AUTOR;IGNORADA;28;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA RACIAL;Consumado
A2025ID10114;28/12/2025 18:15;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOCAL DE EVENTO ESPORTIVO / ESTADIO / AUTODRO;ANTENA;315725;SANTA BARBARA DO LESTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;35;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;CENTRO;BOM JESUS DO GALHO;MG;INJURIA RACIAL;Consumado
A2025ID10116;28/12/2025 17:00;De 17:00 as 17:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MOTEL / DRIVE-IN;;314610;OURO PRETO;MG;4;SEM PRISAO;AUTOR;PARDA;47;F;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;;OURO PRETO;MG;FALSIFICA DOCUMENTO PARTICULAR;Consumado
A2025ID10116;28/12/2025 17:00;De 17:00 as 17:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MOTEL / DRIVE-IN;;314610;OURO PRETO;MG;3;SEM PRISAO;AUTOR;PARDA;23;F;Não;NAO INFORMADA;NAO INFORMADA;ALFABETIZADO;;NOSSA SENHORA DA PIEDADE;OURO PRETO;MG;INJURIA RACIAL;Consumado
A2025ID10116;28/12/2025 17:00;De 17:00 as 17:59;12;2025;Domingo;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MOTEL / DRIVE-IN;;314610;OURO PRETO;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;25;F;Sim;MULHER CISGÊNERO;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;SAO CRISTOVAO;OURO PRETO;MG;INJURIA RACIAL;Consumado
A2025ID10119;28/12/2025 11:09;De 11:00 as 11:59;12;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;PARAISO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;27;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR INCOMPLETO;VIZINHO;PARAISO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10120;28/12/2025 08:45;De 08:00 as 08:59;12;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CEMITERIO / CREMATORIO;NITEROI;313430;ITUMIRIM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;27;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;PORTO BELO;FOZ DO IGUACU;PR;INJURIA;Consumado
A2025ID10121;27/12/2025 23:51;De 23:00 as 23:59;12;2025;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;SAUDADE;310620;BELO HORIZONTE;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;40;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;SAUDADE;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10122;27/12/2025 19:47;De 19:00 as 19:59;12;2025;Sabado;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA SÃO JOSÉ 3 SEÇÃO;314480;NOVA LIMA;MG;3;SEM PRISAO;AUTOR;IGNORADA;64;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;VILA SAO JOSE;NOVA LIMA;MG;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;Consumado
A2025ID10122;27/12/2025 19:47;De 19:00 as 19:59;12;2025;Sabado;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA SÃO JOSÉ 3 SEÇÃO;314480;NOVA LIMA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;29;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;VILA SÃO JOSÉ 3 SEÇÃO;NOVA LIMA;MG;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;Consumado
A2025ID10122;27/12/2025 19:47;De 19:00 as 19:59;12;2025;Sabado;FECHADO;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;VILA SÃO JOSÉ 3 SEÇÃO;314480;NOVA LIMA;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;29;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IGNORADA;VILA SÃO JOSÉ 3 SEÇÃO;NOVA LIMA;MG;OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMILIA;Consumado
A2025ID10125;26/12/2025 21:00;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;ORGAO/SECRETARIA MUNICIPAL;;310360;ARANTINA;MG;3;SEM PRISAO;AUTOR;IGNORADA;25;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10125;26/12/2025 21:00;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;ORGAO/SECRETARIA MUNICIPAL;;310360;ARANTINA;MG;2;SEM PRISAO;AUTOR;IGNORADA;38;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10125;26/12/2025 21:00;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;ORGAO/SECRETARIA MUNICIPAL;;310360;ARANTINA;MG;4;SEM PRISAO;AUTOR;IGNORADA;45;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10125;26/12/2025 21:00;De 21:00 as 21:59;12;2025;Sexta-Feira;FECHADO;VIAS DE FATO / AGRESSAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;VIOLENCIA OU VIAS DE FATO;URBANO;ORGAO/SECRETARIA MUNICIPAL;;310360;ARANTINA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;42;F;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;CENTRO;ARANTINA;MG;VIAS DE FATO / AGRESSAO;Consumado
A2025ID10129;25/12/2025 23:00;De 23:00 as 23:59;12;2025;Quinta-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ASFIXIA MECANICA (ENFORCAMENTO, ESTRANGULAMENTO, ESGANADURA OU SUFOCAMENTO);URBANO;CASA;PLANALTO;312770;GOVERNADOR VALADARES;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;21;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;ENSINO FUNDAMENTAL COMPLETO (COMPREENDE OS PRIMEIROS OITO ANOS DE ESTUDO);AMIGO / CONHECIDO;PARQUE FRATERNIDADE;GOVERNADOR VALADARES;MG;LESAO CORPORAL;Consumado
A2025ID10130;25/12/2025 15:00;De 15:00 as 15:59;12;2025;Quinta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;SHOPPING CENTER;CAICARAS;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;27;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);OUTROS - RELACAO VITIMA AUTOR;SERRA;BELO HORIZONTE;MG;INJURIA RACIAL;Consumado
A2025ID10131;25/12/2025 09:00;De 09:00 as 09:59;12;2025;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;ALENCAR;316850;TEIXEIRAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;61;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);VIZINHO;ALENCAR;TEIXEIRAS;MG;DIFAMACAO;Consumado
A2025ID10131;25/12/2025 09:00;De 09:00 as 09:59;12;2025;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;ALENCAR;316850;TEIXEIRAS;MG;2;SEM PRISAO;AUTOR;PARDA;50;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;CENTRO;TEIXEIRAS;MG;DIFAMACAO;Consumado
A2025ID10131;25/12/2025 09:00;De 09:00 as 09:59;12;2025;Quinta-Feira;FECHADO;DIFAMACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;ALENCAR;316850;TEIXEIRAS;MG;3;SEM PRISAO;AUTOR;PARDA;63;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PROGRESSO;TEIXEIRAS;MG;DIFAMACAO;Consumado
A2025ID10134;25/12/2025 07:00;De 07:00 as 07:59;12;2025;Quinta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;CASA;NOSSA SENHORA DE LOURDES;313670;JUIZ DE FORA;MG;2;SEM PRISAO;AUTOR;PRETO;63;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;NOSSA SENHORA DE LOURDES;JUIZ DE FORA;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10134;25/12/2025 07:00;De 07:00 as 07:59;12;2025;Quinta-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO UTILIZADO - IGNORADO;URBANO;CASA;NOSSA SENHORA DE LOURDES;313670;JUIZ DE FORA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;58;F;Sim;NAO INFORMADA;BISSEXUAL;SUPERIOR COMPLETO;AMIGO / CONHECIDO;SAO MATEUS;JUIZ DE FORA;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10136;24/12/2025 13:00;De 13:00 as 13:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;PADRE EUSTAQUIO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;IGNORADA;40;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);OUTROS - RELACAO VITIMA AUTOR;CARLOS PRATES;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10137;24/12/2025 11:20;De 11:00 as 11:59;12;2025;Quarta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;LOJA DIVERSA;CABRAL;311860;CONTAGEM;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;28;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;SEM RELACIONAMENTO;CABRAL;CONTAGEM;MG;INJURIA;Consumado
A2025ID10138;23/12/2025 20:00;De 20:00 as 20:59;12;2025;Terça-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;BARREIRO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;72;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;BARREIRO;BELO HORIZONTE;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10138;23/12/2025 20:00;De 20:00 as 20:59;12;2025;Terça-Feira;FECHADO;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;BARREIRO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;37;M;Sim;NAO INFORMADA;HOMOSSEXUAL;SUPERIOR INCOMPLETO;OUTRO PARENTESCO;BARREIRO;BELO HORIZONTE;MG;RACISMO - PRATICA/INDUZ/INCITA/PRECONCEITO COR/DIVERSO;Consumado
A2025ID10140;22/12/2025 15:25;De 15:00 as 15:59;12;2025;Segunda-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;MERCEARIA / SACOLAO / SUPERMERCADO;CHACARA DO PAIVA;316720;SETE LAGOAS;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;41;M;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;CHACARA DO PAIVA;SETE LAGOAS;MG;INJURIA;Consumado
A2025ID10141;21/12/2025 18:10;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAO PEDRO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;IGNORADA;25;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;;;;INJURIA;Consumado
A2025ID10141;21/12/2025 18:10;De 18:00 as 18:59;12;2025;Domingo;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;SAO PEDRO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;34;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);COLEGA DE TRABALHO / SUPERIOR HIERARQUICO;SAO PEDRO;BELO HORIZONTE;MG;INJURIA;Consumado
A2025ID10143;20/12/2025 22:00;De 22:00 as 22:59;12;2025;Sabado;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;KAMAYURA;317040;UNAI;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PRETO;41;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR COMPLETO;IGNORADA;AGUA BRANCA DOIS;UNAI;MG;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;Consumado
A2025ID10143;20/12/2025 22:00;De 22:00 as 22:59;12;2025;Sabado;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;KAMAYURA;317040;UNAI;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;41;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;SUPERIOR INCOMPLETO;IGNORADA;KAMAYURA;UNAI;MG;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;Consumado
A2025ID10143;20/12/2025 22:00;De 22:00 as 22:59;12;2025;Sabado;FECHADO;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PARTICULAR/PRIVADA;KAMAYURA;317040;UNAI;MG;3;SEM PRISAO;AUTOR;PARDA;44;F;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;PRIMAVERA CINCO;UNAI;MG;ATENDIMENTO DE DENUNCIA DE INFRACOES DE DISCRIMINACAO;Consumado
A2025ID10146;20/12/2025 11:02;De 11:00 as 11:59;12;2025;Sabado;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;POSTO DE COMBUSTIVEL;CENTRO;317020;UBERLANDIA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;42;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;SEM RELACIONAMENTO;SANTA MONICA;UBERLANDIA;MG;LESAO CORPORAL;Consumado
A2025ID10147;20/12/2025 08:56;De 08:00 as 08:59;12;2025;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;SANTO AGOSTINHO;310620;BELO HORIZONTE;MG;2;SEM PRISAO;AUTOR;PARDA;40;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;CICERO PASSOS;PIRAPORA;MG;AMEACA;Consumado
A2025ID10147;20/12/2025 08:56;De 08:00 as 08:59;12;2025;Sabado;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;ESCRITA FISICA;URBANO;CASA;SANTO AGOSTINHO;310620;BELO HORIZONTE;MG;1;SEM PRISAO;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;36;M;Sim;MULHER TRANSEXUAL;HOMOSSEXUAL;SUPERIOR COMPLETO;IRMAO;SANTO AGOSTINHO;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10149;19/12/2025 11:15;De 11:00 as 11:59;12;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;LOTEAMENTO GUILHERME BORGES;317010;UBERABA;MG;2;SEM PRISAO;AUTOR;BRANCA;66;M;Não;NAO INFORMADA;NAO INFORMADA;SUPERIOR COMPLETO;;LOTEAMENTO GUILHERME BORGES;UBERABA;MG;INJURIA;Consumado
A2025ID10149;19/12/2025 11:15;De 11:00 as 11:59;12;2025;Sexta-Feira;FECHADO;INJURIA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;MEIO ELETRONICO (INTERNET OU SMS);URBANO;CASA;LOTEAMENTO GUILHERME BORGES;317010;UBERABA;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;65;M;Não;NAO INFORMADA;HETEROSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;LOTEAMENTO GUILHERME BORGES;UBERABA;MG;INJURIA;Consumado
A2025ID10151;19/12/2025 03:00;De 03:00 as 03:59;12;2025;Sexta-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;VIA DE ACESSO PUBLICA;CENTRO;316240;SAO JOAO DA PONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;25;F;Sim;TRAVESTI;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;DENISE;SAO JOAO DA PONTE;MG;INJURIA RACIAL;Consumado
A2025ID10152;17/12/2025 05:45;De 05:00 as 05:59;12;2025;Quarta-Feira;FECHADO;AMEACA;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;JARDIM DOS COMERCIARIOS;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;54;M;Sim;NAO INFORMADA;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);IRMAO;JARDIM DOS COMERCIARIOS;BELO HORIZONTE;MG;AMEACA;Consumado
A2025ID10153;16/12/2025 22:00;De 22:00 as 22:59;12;2025;Terça-Feira;FECHADO;LESAO CORPORAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS;URBANO;BAR / LANCHONETE / RESTAURANTE / SIMILAR;JARDIM ATLANTICO;310620;BELO HORIZONTE;MG;1;;VITIMA DE ACAO CRIMINAL / CIVEL;PARDA;28;M;Sim;HOMEM CISGÊNERO;HOMOSSEXUAL;ENSINO MEDIO COMPLETO (2º GRAU);SEM RELACIONAMENTO;INDEPENDÊNCIA;IBIRITE;MG;LESAO CORPORAL;Consumado
A2025ID10154;16/12/2025 12:36;De 12:00 as 12:59;12;2025;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;FRUTAL 02;312710;FRUTAL;MG;2;;VITIMA DE ACAO CRIMINAL / CIVEL;BRANCA;46;F;Não;NAO INFORMADA;NAO INFORMADA;ENSINO MEDIO COMPLETO (2º GRAU);OUTROS - RELACAO VITIMA AUTOR;FRUTAL 02;FRUTAL;MG;INJURIA RACIAL;Consumado
A2025ID10154;16/12/2025 12:36;De 12:00 as 12:59;12;2025;Terça-Feira;FECHADO;INJURIA RACIAL;CONSUMADO;HOMOFOBIA/LESBOFOBIA/BIFOBIA/TRANSFOBIA;FALA;URBANO;CASA;FRUTAL 02;312710;FRUTAL;MG;1;SEM PRISAO;AUTOR;IGNORADA;32;M;Não;NAO INFORMADA;NAO INFORMADA;ESCOLARIDADE - IGNORADA;;NOSSA SENHORA DO CARMO;FRUTAL;MG;INJURIA RACIAL;Consumado
